,0,Date,class,domain,lookback
589,0.0,2003-04-03,credit,global,252
590,0.0,2003-04-04,credit,global,252
591,0.0,2003-04-07,credit,global,252
592,0.0,2003-04-08,credit,global,252
593,0.0,2003-04-09,credit,global,252
594,0.0,2003-04-10,credit,global,252
595,0.0,2003-04-11,credit,global,252
596,0.0,2003-04-14,credit,global,252
597,0.0,2003-04-15,credit,global,252
598,0.0,2003-04-16,credit,global,252
599,0.0,2003-04-17,credit,global,252
600,0.0,2003-04-18,credit,global,252
601,0.0,2003-04-21,credit,global,252
602,0.0,2003-04-22,credit,global,252
603,0.0,2003-04-23,credit,global,252
604,0.0,2003-04-24,credit,global,252
605,0.0,2003-04-25,credit,global,252
606,0.0,2003-04-28,credit,global,252
607,0.0,2003-04-29,credit,global,252
608,0.0,2003-04-30,credit,global,252
609,0.0,2003-05-01,credit,global,252
610,0.0,2003-05-02,credit,global,252
611,0.0,2003-05-05,credit,global,252
612,0.0,2003-05-06,credit,global,252
613,0.0,2003-05-07,credit,global,252
614,0.0,2003-05-08,credit,global,252
615,0.0,2003-05-09,credit,global,252
616,0.0,2003-05-12,credit,global,252
617,0.0,2003-05-13,credit,global,252
618,0.0,2003-05-14,credit,global,252
619,0.0,2003-05-15,credit,global,252
620,0.0,2003-05-16,credit,global,252
621,0.0,2003-05-19,credit,global,252
622,0.0,2003-05-20,credit,global,252
623,0.0,2003-05-21,credit,global,252
624,0.0,2003-05-22,credit,global,252
625,0.0,2003-05-23,credit,global,252
626,0.0,2003-05-26,credit,global,252
627,0.0,2003-05-27,credit,global,252
628,0.0,2003-05-28,credit,global,252
629,0.0,2003-05-29,credit,global,252
630,0.0,2003-05-30,credit,global,252
631,0.0,2003-06-02,credit,global,252
632,0.0,2003-06-03,credit,global,252
633,0.0,2003-06-04,credit,global,252
634,0.0,2003-06-05,credit,global,252
635,0.0,2003-06-06,credit,global,252
636,0.0,2003-06-09,credit,global,252
637,0.0,2003-06-10,credit,global,252
638,0.0,2003-06-11,credit,global,252
639,0.0,2003-06-12,credit,global,252
640,0.0,2003-06-13,credit,global,252
641,0.0,2003-06-16,credit,global,252
642,0.0,2003-06-17,credit,global,252
643,0.0,2003-06-18,credit,global,252
644,0.0,2003-06-19,credit,global,252
645,0.0,2003-06-20,credit,global,252
646,0.0,2003-06-23,credit,global,252
647,0.0,2003-06-24,credit,global,252
648,0.0,2003-06-25,credit,global,252
649,0.0,2003-06-26,credit,global,252
650,0.0,2003-06-27,credit,global,252
651,0.0009652509652509,2003-06-30,credit,global,252
652,0.0009652509652509,2003-07-01,credit,global,252
653,0.0019305019305019,2003-07-02,credit,global,252
654,0.0038610038610038,2003-07-03,credit,global,252
655,0.0,2003-07-04,credit,global,252
656,0.0057915057915057,2003-07-07,credit,global,252
657,0.0057915057915057,2003-07-08,credit,global,252
658,0.0057915057915057,2003-07-09,credit,global,252
659,0.0057915057915057,2003-07-10,credit,global,252
660,0.0086872586872586,2003-07-11,credit,global,252
661,0.0057915057915057,2003-07-14,credit,global,252
662,0.0057915057915057,2003-07-15,credit,global,252
663,0.0067567567567567,2003-07-16,credit,global,252
664,0.0019305019305019,2003-07-17,credit,global,252
665,0.0,2003-07-18,credit,global,252
666,0.0,2003-07-21,credit,global,252
667,0.0,2003-07-22,credit,global,252
668,0.0019305019305019,2003-07-23,credit,global,252
669,0.0028957528957528,2003-07-24,credit,global,252
670,0.0019305019305019,2003-07-25,credit,global,252
671,0.0,2003-07-28,credit,global,252
672,0.0038610038610038,2003-07-29,credit,global,252
673,0.0077220077220077,2003-07-30,credit,global,252
674,0.0067567567567567,2003-07-31,credit,global,252
675,0.0193050193050193,2003-08-01,credit,global,252
676,0.026061776061776,2003-08-04,credit,global,252
677,0.0193050193050193,2003-08-05,credit,global,252
678,0.0279922779922779,2003-08-06,credit,global,252
679,0.0202702702702702,2003-08-07,credit,global,252
680,0.0096525096525096,2003-08-08,credit,global,252
681,0.0,2003-08-11,credit,global,252
